ISIN,Symbol,Type,Name
INE880L01014,KIOCL.NS,EQ,KIOCL Limited
INE415I01015,KIRIINDUS.NS,EQ,Kiri Industries Limited
INE884B01025,KIRLFER.NS,EQ,Kirloskar Ferrous Industries Ltd
INE732A01036,KIRLOSBROS.NS,EQ,Kirloskar Brothers Limited
INE146L01010,KIRLOSENG.NS,EQ,Kirloskar Oil Engines Limited
INE250A01039,KIRLOSIND.NS,EQ,Kirloskar Industries Limited
INE602G01020,KITEX.NS,EQ,Kitex Garments Limited
INE401H01017,KKCL.NS,EQ,Kewal Kiran Clothing Limited
INE157H01023,KMSUGAR.NS,EQ,K.M.Sugar Mills Limited
INE634I01029,KNRCON.NS,EQ,KNR Constructions Limited
INE760A01029,KOKUYOCMLN.NS,EQ,Kokuyo Camlin Limited
INE094I01018,KOLTEPATIL.NS,EQ,Kolte - Patil Developers Limited
INE082A01010,KOPRAN.NS,EQ,Kopran Limited
INE237A01028,KOTAKBANK.NS,EQ,Kotak Mahindra Bank Limited
INE419A01022,KOTARISUG.NS,EQ,Kothari Sugars And Chemicals Limited
INE720A01015,KOTHARIPET.NS,EQ,Kothari Petrochemicals Limited
INE823A01017,KOTHARIPRO.NS,EQ,Kothari Products Limited
INE04I401011,KPITTECH.NS,EQ,KPIT Technologies Limited
INE930H01023,KPRMILL.NS,EQ,K.P.R. Mill Limited
INE001B01026,KRBL.NS,EQ,KRBL Limited
INE268B01013,KREBSBIO.NS,EQ,Krebs Biochemicals and Industries Limited
INE524L01026,KRIDHANINF.NS,EQ,Kridhan Infra Limited
INE506W01012,KRISHANA.NS,EQ,Krishana Phoschem Limited
INE999A01015,KSB.NS,EQ,Ksb Limited
INE455I01029,KSCL.NS,EQ,Kaveri Seed Company Limited
INE143H01015,KSK.NS,EQ,KSK Energy Ventures Limited
INE907A01026,KSL.NS,EQ,Kalyani Steels Limited
INE614B01018,KTKBANK.NS,EQ,The Karnataka Bank Limited
INE529I01021,KUANTUM.NS,EQ,Kuantum Papers Limited
INE775B01025,KWALITY.NS,EQ,kwality limited
INE498L01015,L&TFH.NS,EQ,L&T Finance Holdings Limited
INE651C01018,LAKPRE.NS,EQ,Lakshmi Precision Screws Limited
INE600L01024,LALPATHLAB.NS,EQ,Dr. Lal Path Labs Ltd.
INE112F01022,LAMBODHARA.NS,EQ,Lambodhara Textiles Limited
INE059D01020,LAOPALA.NS,EQ,La Opala RG Limited
INE670X01014,LASA.NS,EQ,Lasa Supergenerics Limited
INE947Q01028,LAURUSLABS.NS,EQ,Laurus Labs Limited
INE269B01029,LAXMIMACH.NS,EQ,Lakshmi Machine Works Limited
INE970X01018,LEMONTREE.NS,EQ,Lemon Tree Hotels Limited
INE850E01012,LFIC.NS,EQ,Lakshmi Finance & Industrial Corporation Limited
INE337A01034,LGBBROSLTD.NS,EQ,LG Balakrishnan & Bros Limited
INE201J01017,LGBFORGE.NS,EQ,LGB Forge Limited
INE908V01012,LIBAS.NS,EQ,Libas Consumer Products Limited
INE557B01019,LIBERTSHOE.NS,EQ,Liberty Shoes Limited
INE115A01026,LICHSGFIN.NS,EQ,LIC Housing Finance Limited
INE060901019,LIKHITHA.NS,EQ,Likhitha Infrastructure Limited
INE405C01035,LINCOLN.NS,EQ,Lincoln Pharmaceuticals Limited
INE802B01019,LINCPEN.NS,EQ,Linc Pen & Plastics Limited
INE473A01011,LINDEINDIA.NS,EQ,Linde India Limited
INE397H01017,LOKESHMACH.NS,EQ,Lokesh Machines Limited
INE947I01017,LOTUSEYE.NS,EQ,Lotus Eye Hospital and Institute Limited
INE597L01014,LOVABLE.NS,EQ,Lovable Lingerie Limited
INE197J01017,LPDC.NS,EQ,Landmark Property Development Company Limited
INE093R01011,LSIL.NS,EQ,Lloyds Steels Industries Limited
INE018A01030,LT.NS,EQ,Larsen & Toubro Limited
INE214T01019,LTI.NS,EQ,Larsen & Toubro Infotech Limited
INE010V01017,LTTS.NS,EQ,L&T Technology Services Limited
INE162B01018,LUMAXIND.NS,EQ,Lumax Industries Limited
INE872H01027,LUMAXTECH.NS,EQ,Lumax Auto Technologies Limited
INE326A01037,LUPIN.NS,EQ,Lupin Limited
INE150G01020,LUXIND.NS,EQ,Lux Industries Limited
INE933A01014,LYKALABS.NS,EQ,Lyka Labs Limited
INE142K01011,LYPSAGEMS.NS,EQ,Lypsa Gems & Jewellery Limited
INE101A01026,M&M.NS,EQ,Mahindra & Mahindra Limited
INE774D01024,M&MFIN.NS,EQ,Mahindra & Mahindra Financial Services Limited
INE215I01019,MAANALU.NS,EQ,Maan Aluminium Limited
INE155Z01011,MACPOWER.NS,EQ,Macpower CNC Machines Limited
INE925C01016,MADHAV.NS,EQ,Madhav Marbles and Granites Limited
INE378D01032,MADHUCON.NS,EQ,Madhucon Projects Limited
INE414A01015,MADRASFERT.NS,EQ,Madras Fertilizers Limited
INE347W01011,MAGADSUGAR.NS,EQ,Magadh Sugar & Energy Limited
INE511C01022,MAGMA.NS,EQ,Magma Fincorp Limited
INE387I01016,MAGNUM.NS,EQ,Magnum Ventures Limited
INE457A01014,MAHABANK.NS,EQ,Bank of Maharashtra
INE843B01013,MAHAPEXLTD.NS,EQ,Maha Rashtra Apex Corporation Limited
INE451L01014,MAHASTEEL.NS,EQ,Mahamaya Steel Industries Limited
INE215D01010,MAHEPC.NS,EQ,Mahindra EPC Irrigation Limited
INE263W01010,MAHESHWARI.NS,EQ,Maheshwari Logistics Limited
INE536H01010,MAHINDCIE.NS,EQ,Mahindra CIE Automotive Limited
INE813A01018,MAHLIFE.NS,EQ,Mahindra Lifespace Developers Limited
INE766P01016,MAHLOG.NS,EQ,Mahindra Logistics Limited
INE288A01013,MAHSCOOTER.NS,EQ,Maharashtra Scooters Limited
INE271B01025,MAHSEAMLES.NS,EQ,Maharashtra Seamless Limited
INE683C01011,MAITHANALL.NS,EQ,Maithan Alloys Limited
INE898S01029,MAJESCO.NS,EQ,Majesco Limited
INE383H01017,MALUPAPER.NS,EQ,Malu Paper Mills Limited
INE859Q01017,MANAKALUCO.NS,EQ,Manaksia Aluminium Company Limited
INE830Q01018,MANAKCOAT.NS,EQ,Manaksia Coated Metals & Industries Limited
INE015D01022,MANAKSIA.NS,EQ,Manaksia Limited
INE824Q01011,MANAKSTEEL.NS,EQ,Manaksia Steels Limited
INE201A01024,MANALIPETC.NS,EQ,Manali Petrochemicals Limited
INE522D01027,MANAPPURAM.NS,EQ,Manappuram Finance Limited
INE584F01014,MANGALAM.NS,EQ,Mangalam Drugs And Organics Limited
INE558B01017,MANGCHEFER.NS,EQ,Mangalore Chemicals & Fertilizers Limited
INE347A01017,MANGLMCEM.NS,EQ,Mangalam Cement Limited
INE805B01012,MANGTIMBER.NS,EQ,Mangalam Timber Products Limited
INE993A01026,MANINDS.NS,EQ,Man Industries (India) Limited
INE949H01023,MANINFRA.NS,EQ,Man Infraconstruction Limited
INE867A01022,MANUGRAPH.NS,EQ,Manugraph India Limited
INE882A01013,MARALOVER.NS,EQ,Maral Overseas Limited
INE182D01020,MARATHON.NS,EQ,Marathon Nextgen Realty Limited
INE196A01026,MARICO.NS,EQ,Marico Limited
INE01JE01010,MARINE.NS,EQ,Marine Electricals (India) Limited
INE750C01026,MARKSANS.NS,EQ,Marksans Pharma Limited
INE585B01010,MARUTI.NS,EQ,Maruti Suzuki India Limited
INE348L01012,MASFIN.NS,EQ,MAS Financial Services Limited
INE885F01015,MASKINVEST.NS,EQ,Mask Investments Limited
INE759A01021,MASTEK.NS,EQ,Mastek Limited
INE866R01028,MATRIMONY.NS,EQ,Matrimony.Com Limited
INE636A01039,MAWANASUG.NS,EQ,Mawana Sugars Limited
INE027H01010,MAXHEALTH.NS,EQ,Max Healthcare Institute Limited
INE0CG601016,MAXIND.NS,EQ,Max India Limited
INE154U01015,MAXVIL.NS,EQ,Max Ventures and Industries Limited
INE040D01038,MAYURUNIQ.NS,EQ,Mayur Uniquoters Ltd
INE885E01034,MAZDA.NS,EQ,Mazda Limited
INE249Z01012,MAZDOCK.NS,EQ,Mazagon Dock Shipbuilders Limited
INE900L01010,MBAPL.NS,EQ,Madhya Bharat Agro Products Limited
INE748A01016,MBECL.NS,EQ,Mcnally Bharat Engineering Company Limited
INE912H01013,MBLINFRA.NS,EQ,MBL Infrastructures Limited
INE836H01014,MCDHOLDING.NS,EQ,McDowell Holdings Limited
INE854D01024,MCDOWELL-N.NS,EQ,United Spirits Limited
INE813V01022,MCL.NS,EQ,Madhav Copper Limited
INE942G01012,MCLEODRUSS.NS,EQ,Mcleod Russel India Limited
INE745G01035,MCX.NS,EQ,Multi Commodity Exchange of India Limited
INE933B01012,MEGASOFT.NS,EQ,Megasoft Limited
INE974H01013,MEGH.NS,EQ,Meghmani Organics Limited
INE817A01019,MELSTAR.NS,EQ,Melstar Information Technologies Limited
INE071D01033,MENONBE.NS,EQ,Menon Bearings Limited
INE776I01010,MEP.NS,EQ,MEP Infrastructure Developers Limited
INE934B01028,MERCATOR.NS,EQ,Mercator Limited
INE425A01011,METALFORGE.NS,EQ,Metalyst Forgings Limited
INE592I01029,METKORE.NS,EQ,Metkore Alloys & Industries Limited
INE112L01020,METROPOLIS.NS,EQ,Metropolis Healthcare Limited
INE180A01020,MFSL.NS,EQ,Max Financial Services Limited
INE0APB01016,MGEL.NS,EQ,Mangalam Global Enterprise Limited
INE002S01010,MGL.NS,EQ,Mahanagar Gas Limited
INE998I01010,MHRIL.NS,EQ,Mahindra Holidays & Resorts India Limited
INE287C01029,MIC.NS,EQ,MIC Electronics Limited
INE099Z01011,MIDHANI.NS,EQ,Mishra Dhatu Nigam Limited
INE842C01021,MINDACORP.NS,EQ,Minda Corporation Limited
INE405E01023,MINDAIND.NS,EQ,Minda Industries Limited
INE110B01017,MINDTECK.NS,EQ,Mindteck (India) Limited
INE018I01017,MINDTREE.NS,EQ,MindTree Limited
INE831A01028,MIRCELECTR.NS,EQ,MIRC Electronics Limited
INE771A01026,MIRZAINT.NS,EQ,Mirza International Limited
INE997Y01019,MITTAL.NS,EQ,Mittal Life Style Limited
INE227C01017,MMFL.NS,EQ,MM Forgings Limited
INE511Y01018,MMP.NS,EQ,MMP Industries Limited
INE123F01029,MMTC.NS,EQ,MMTC Limited
INE832A01018,MODIRUBBER.NS,EQ,Modi Rubber Limited
INE954E01012,MOHITIND.NS,EQ,Mohit Industries Limited
INE313D01013,MOHOTAIND.NS,EQ,Mohota Industries Limited
INE490G01020,MOIL.NS,EQ,MOIL Limited
INE835B01035,MOLDTECH.NS,EQ,Mold-Tek Technologies Limited
INE893J01029,MOLDTKPAC.NS,EQ,Mold-Tek Packaging Limited
INE950M01013,MONTECARLO.NS,EQ,Monte Carlo Fashions Limited
INE161G01027,MORARJEE.NS,EQ,Morarjee Textiles Limited
INE083A01026,MOREPENLAB.NS,EQ,Morepen Laboratories Limited
INE775A01035,MOTHERSUMI.NS,EQ,Motherson Sumi Systems Limited
INE338I01027,MOTILALOFS.NS,EQ,Motilal Oswal Financial Services Limited
INE861B01023,MOTOGENFIN.NS,EQ,The Motor & General Finance Limited
INE356A01018,MPHASIS.NS,EQ,MphasiS Limited
INE943D01017,MPSLTD.NS,EQ,MPS Limited
INE883A01011,MRF.NS,EQ,MRF Limited
INE398B01018,MRO-TEK.NS,EQ,MRO-TEK Realty Limited
INE103A01014,MRPL.NS,EQ,Mangalore Refinery and Petrochemicals Limited
INE752G01015,MSPL.NS,EQ,MSP Steel & Power Limited
INE255X01014,MSTCLTD.NS,EQ,Mstc Limited
INE472M01018,MTEDUCARE.NS,EQ,MT Educare Limited
INE153A01019,MTNL.NS,EQ,Mahanagar Telephone Nigam Limited
INE022B01014,MUKANDENGG.NS,EQ,Mukand Engineers Limited
INE304A01026,MUKANDLTD.NS,EQ,Mukand Limited
INE374B01019,MUKTAARTS.NS,EQ,Mukta Arts Limited
INE672B01032,MUNJALAU.NS,EQ,Munjal Auto Industries Limited
INE577A01027,MUNJALSHOW.NS,EQ,Munjal Showa Limited
INE692B01014,MURUDCERA.NS,EQ,Murudeshwar Ceramics Limited
INE296G01013,MUTHOOTCAP.NS,EQ,Muthoot Capital Services Limited
INE414G01012,MUTHOOTFIN.NS,EQ,Muthoot Finance Limited
INE295D01020,NACLIND.NS,EQ,NACL Industries Limited
INE454M01024,NAGAFERT.NS,EQ,Nagarjuna Fertilizers and Chemicals Limited
INE245I01016,NAGREEKCAP.NS,EQ,Nagreeka Capital & Infrastructure Limited
INE123B01028,NAGREEKEXP.NS,EQ,Nagreeka Exports Limited
INE049I01012,NAHARCAP.NS,EQ,Nahar Capital and Financial Services Limited
INE289A01011,NAHARINDUS.NS,EQ,Nahar Industrial Enterprises Limited
INE308A01027,NAHARPOLY.NS,EQ,Nahar Poly Films Limited
INE290A01027,NAHARSPING.NS,EQ,Nahar Spinning Mills Limited
INE298J01013,NAM-INDIA.NS,EQ,Nippon Life India Asset Management Limited
INE987B01026,NATCOPHARM.NS,EQ,Natco Pharma Limited
INE448G01010,NATHBIOGEN.NS,EQ,Nath Bio-Genes (India) Limited
INE139A01034,NATIONALUM.NS,EQ,National Aluminium Company Limited
INE088B01015,NATNLSTEEL.NS,EQ,National Steel And Agro Industries Limited
INE663F01024,NAUKRI.NS,EQ,Info Edge (India) Limited
INE048G01026,NAVINFLUOR.NS,EQ,Navin Fluorine International Limited
INE278M01019,NAVKARCORP.NS,EQ,Navkar Corporation Limited
INE060A01024,NAVNETEDUL.NS,EQ,Navneet Education Limited
INE095N01031,NBCC.NS,EQ,NBCC (India) Limited
INE365I01020,NBIFIN.NS,EQ,N. B. I. Industrial Finance Company Limited
INE725A01022,NBVENTURES.NS,EQ,Nava Bharat Ventures Limited
INE868B01028,NCC.NS,EQ,NCC Limited
INE732C01016,NCLIND.NS,EQ,NCL Industries Limited
INE756C01015,NDGL.NS,EQ,Naga Dhunseri Group Limited
INE875G01030,NDL.NS,EQ,Nandan Denim Limited
INE07OG01012,NDRAUTO.NS,EQ,Ndr Auto Components Limited
INE155G01029,NDTV.NS,EQ,New Delhi Television Limited
INE553C01016,NECCLTD.NS,EQ,North Eastern Carrying Corporation Limited
INE023H01027,NECLIFE.NS,EQ,Nectar Lifesciences Limited
INE189I01024,NELCAST.NS,EQ,Nelcast Limited
INE045B01015,NELCO.NS,EQ,NELCO Limited
INE136S01016,NEOGEN.NS,EQ,Neogen Chemicals Limited
INE317F01035,NESCO.NS,EQ,Nesco Limited
INE239A01016,NESTLEIND.NS,EQ,Nestle India Limited
INE870H01013,NETWORK18.NS,EQ,Network18 Media & Investments Limited
INE794A01010,NEULANDLAB.NS,EQ,Neuland Laboratories Limited
INE619B01017,NEWGEN.NS,EQ,Newgen Software Technologies Limited
INE747B01016,NEXTMEDIA.NS,EQ,Next Mediaworks Limited
INE870D01012,NFL.NS,EQ,National Fertilizers Limited
INE410P01011,NH.NS,EQ,Narayana Hrudayalaya Ltd.
INE848E01016,NHPC.NS,EQ,NHPC Limited
INE470Y01017,NIACL.NS,EQ,The New India Assurance Company Limited
INE161A01038,NIITLTD.NS,EQ,NIIT Limited
INE937C01029,NILAINFRA.NS,EQ,Nila Infrastructures Limited
INE00S901012,NILASPACES.NS,EQ,Nila Spaces Limited
INE310A01015,NILKAMAL.NS,EQ,Nilkamal Limited
INE567A01010,NIPPOBATRY.NS,EQ,Indo-National Limited
INE368I01016,NIRAJ.NS,EQ,Niraj Cement Structurals Limited
INE326T01011,NIRAJISPAT.NS,EQ,Niraj Ispat Industries Limited
INE858F01012,NITCO.NS,EQ,Nitco Limited
INE489H01020,NITINFIRE.NS,EQ,Nitin Fire Protection Industries Limited
INE229H01012,NITINSPIN.NS,EQ,Nitin Spinners Limited
INE542C01019,NKIND.NS,EQ,NK Industries Limited
INE589A01014,NLCINDIA.NS,EQ,NLC India Limited
INE584A01023,NMDC.NS,EQ,NMDC Limited
INE163A01018,NOCIL.NS,EQ,NOCIL Limited
INE781B01015,NOIDATOLL.NS,EQ,Noida Toll Bridge Company Limited
INE369C01017,NORBTEAEXP.NS,EQ,Norben Tea & Exports Limited
INE234A01025,NOVARTIND.NS,EQ,Novartis India Limited
INE740D01017,NRAIL.NS,EQ,N R Agarwal Industries Limited
INE349A01021,NRBBEARING.NS,EQ,NRB Bearing Limited
INE023A01030,NSIL.NS,EQ,Nalwa Sons Investments Limited
INE333I01036,NTL.NS,EQ,Neueon Towers Limited
INE733E01010,NTPC.NS,EQ,NTPC Limited
INE096B01018,NUCLEUS.NS,EQ,Nucleus Software Exports Limited
INE353A01023,NXTDIGITAL.NS,EQ,NXTDIGITAL LIMITED
INE959C01023,OAL.NS,EQ,Oriental Aromatics Limited
INE093I01010,OBEROIRLTY.NS,EQ,Oberoi Realty Limited
INE321D01016,OCCL.NS,EQ,Oriental Carbon & Chemicals Limited
INE881D01027,OFSS.NS,EQ,Oracle Financial Services Software Limited
INE274J01014,OIL.NS,EQ,Oil India Limited
INE196J01019,OISL.NS,EQ,OCL Iron and Steel Limited
INE260D01016,OLECTRA.NS,EQ,Olectra Greentech Limited
INE090B01011,OMAXAUTO.NS,EQ,Omax Autos Limited
INE800H01010,OMAXE.NS,EQ,Omaxe Limited
INE239D01028,OMMETALS.NS,EQ,OM Metals Infraprojects Limited
INE912L01015,ONELIFECAP.NS,EQ,Onelife Capital Advisors Limited
INE840Y01011,ONEPOINT.NS,EQ,One Point One Solutions Limited
INE213A01029,ONGC.NS,EQ,Oil & Natural Gas Corporation Limited
INE809I01019,ONMOBILE.NS,EQ,OnMobile Global Limited
INE229A01017,ONWARDTEC.NS,EQ,Onward Technologies Limited
INE350C01017,OPTIEMUS.NS,EQ,Optiemus Infracom Limited
INE808B01016,OPTOCIRCUI.NS,EQ,Opto Circuits (India) Limited
INE231G01010,ORBTEXP.NS,EQ,Orbit Exports Limited
INE191A01027,ORCHPHARMA.NS,EQ,Orchid Pharma Limited
INE730A01022,ORICONENT.NS,EQ,Oricon Enterprises Limited
INE569C01020,ORIENTABRA.NS,EQ,Orient Abrasives Limited
INE998H01012,ORIENTALTL.NS,EQ,Oriental Trimex Limited
INE607D01018,ORIENTBELL.NS,EQ,Orient Bell Limited
INE876N01018,ORIENTCEM.NS,EQ,Orient Cement Limited
INE142Z01019,ORIENTELEC.NS,EQ,Orient Electric Limited
INE750A01020,ORIENTHOT.NS,EQ,Oriental Hotels Limited
INE609C01024,ORIENTLTD.NS,EQ,Orient Press Limited
INE592A01026,ORIENTPPR.NS,EQ,Orient Paper & Industries Limited
INE743M01012,ORIENTREF.NS,EQ,Orient Refractories Limited
INE725E01024,ORISSAMINE.NS,EQ,The Orissa Minerals Development Company Limited
INE849L01019,ORTEL.NS,EQ,Ortel Communications Limited
INE142A01012,OSWALAGRO.NS,EQ,Oswal Agro Mills Limited
INE766A01018,PAEL.NS,EQ,PAE Limited
INE761H01022,PAGEIND.NS,EQ,Page Industries Limited
INE420C01042,PAISALO.NS,EQ,Paisalo Digital Limited
INE471W01019,PALASHSECU.NS,EQ,Palash Securities Limited
INE218G01033,PALREDTEC.NS,EQ,Palred Technologies Limited
INE922B01023,PANACEABIO.NS,EQ,Panacea Biotec Limited
INE895W01019,PANACHE.NS,EQ,Panache Digilife Limited
INE305C01029,PANAMAPET.NS,EQ,Panama Petrochem Limited
INE618H01016,PARABDRUGS.NS,EQ,Parabolic Drugs Limited
INE074B01023,PARACABLES.NS,EQ,Paramount Communications Limited
INE883N01014,PARAGMILK.NS,EQ,Parag Milk Foods Limited
INE561H01026,PARSVNATH.NS,EQ,Parsvnath Developers Limited
INE244B01030,PATELENG.NS,EQ,Patel Engineering Limited
INE529D01014,PATINTLOG.NS,EQ,Patel Integrated Logistics Limited
INE790C01014,PATSPINLTD.NS,EQ,Patspin India Limited
INE785M01013,PCJEWELLER.NS,EQ,PC Jeweller Limited
INE865T01018,PDMJEPAPER.NS,EQ,Pudumjee Paper Products Limited
INE111Q01013,PDSMFL.NS,EQ,PDS Multinational Fashions Limited
INE844A01013,PEARLPOLY.NS,EQ,Pearl Polymers Limited
INE140A01024,PEL.NS,EQ,Piramal Enterprises Limited
INE932A01024,PENIND.NS,EQ,Pennar Industries Limited
INE138A01028,PENINLAND.NS,EQ,Peninsula Land Limited
INE262H01013,PERSISTENT.NS,EQ,Persistent Systems Limited
INE347G01014,PETRONET.NS,EQ,Petronet LNG Limited
INE134E01011,PFC.NS,EQ,Power Finance Corporation Limited
INE182A01018,PFIZER.NS,EQ,Pfizer Limited
INE367G01038,PFOCUS.NS,EQ,Prime Focus Limited
INE560K01014,PFS.NS,EQ,PTC India Financial Services Limited
INE457L01011,PGEL.NS,EQ,PG Electroplast Limited
INE179A01014,PGHH.NS,EQ,Procter & Gamble Hygiene and Health Care Limited
INE199A01012,PGHL.NS,EQ,Procter & Gamble Health Limited
INE940H01014,PGIL.NS,EQ,Pearl Global Industries Limited
INE602A01023,PHILIPCARB.NS,EQ,Phillips Carbon Black Limited
INE211B01039,PHOENIXLTD.NS,EQ,The Phoenix Mills Limited
INE318A01026,PIDILITIND.NS,EQ,Pidilite Industries Limited
INE603J01030,PIIND.NS,EQ,PI Industries Limited
INE417C01014,PILANIINVS.NS,EQ,Pilani Investment and Industries Corporation Limited
INE600A01035,PILITA.NS,EQ,PIL ITALICA LIFESTYLE LIMITED
INE889E01010,PIONDIST.NS,EQ,Pioneer Distilleries Limited
INE156C01018,PIONEEREMB.NS,EQ,Pioneer Embroideries Limited
INE450D01021,PITTIENG.NS,EQ,Pitti Engineering Limited
INE431F01018,PKTEA.NS,EQ,The Peria Karamalai Tea & Produce Company Limited
INE083C01022,PLASTIBLEN.NS,EQ,Plastiblends India Limited
INE160A01022,PNB.NS,EQ,Punjab National Bank
INE859A01011,PNBGILTS.NS,EQ,PNB Gilts Limited
INE572E01012,PNBHOUSING.NS,EQ,PNB Housing Finance Limited
INE392B01011,PNC.NS,EQ,Pritish Nandy Communications Limited
INE195J01029,PNCINFRA.NS,EQ,PNC Infratech Limited
INE888B01018,PODDARHOUS.NS,EQ,Poddar Housing and Development Limited
INE371C01013,PODDARMENT.NS,EQ,Poddar Pigments Limited
INE637C01025,POKARNA.NS,EQ,Pokarna Limited
INE455K01017,POLYCAB.NS,EQ,Polycab India Limited
INE205C01021,POLYMED.NS,EQ,Poly Medicure Limited
INE633B01018,POLYPLEX.NS,EQ,Polyplex Corporation Limited
INE838E01017,PONNIERODE.NS,EQ,Ponni Sugars (Erode) Limited
INE752E01010,POWERGRID.NS,EQ,Power Grid Corporation of India Limited
INE07Y701011,POWERINDIA.NS,EQ,ABB Power Products and Systems India Limited
INE211R01019,POWERMECH.NS,EQ,Power Mech Projects Limited
INE095I01015,PPAP.NS,EQ,PPAP Automotive Limited
INE050001010,PPL.NS,EQ,Prakash Pipes Limited
INE302M01033,PRABHAT.NS,EQ,Prabhat Dairy Limited
INE505C01016,PRAENG.NS,EQ,Prajay Engineers Syndicate Limited
INE074A01025,PRAJIND.NS,EQ,Praj Industries Limited
INE603A01013,PRAKASH.NS,EQ,Prakash Industries Limited
INE696K01024,PRAKASHSTL.NS,EQ,Prakash Steelage Limited
INE546Y01022,PRAXIS.NS,EQ,Praxis Home Retail Limited
INE484I01029,PRECAM.NS,EQ,Precision Camshafts Limited
INE283A01014,PRECOT.NS,EQ,Precot Limited
INE372C01029,PRECWIRE.NS,EQ,Precision Wires India Limited
INE863B01011,PREMEXPLN.NS,EQ,Premier Explosives Limited
INE342A01018,PREMIER.NS,EQ,Premier Limited
INE309M01012,PREMIERPOL.NS,EQ,Premier Polyfilm Limited
INE980A01023,PRESSMN.NS,EQ,Pressman Advertising Limited
INE811K01011,PRESTIGE.NS,EQ,Prestige Estates Projects Limited
INE726V01018,PRICOLLTD.NS,EQ,Pricol Limited
INE032B01021,PRIMESECU.NS,EQ,Prime Securities Limited
INE689W01016,PRINCEPIPE.NS,EQ,Prince Pipes And Fittings Limited
INE959A01019,PRIVISCL.NS,EQ,Privi Speciality Chemicals Limited
INE195N01013,PROZONINTU.NS,EQ,Prozone Intu Properties Limited
INE010A01011,PRSMJOHNSN.NS,EQ,Prism Johnson Limited
INE608A01012,PSB.NS,EQ,Punjab & Sind Bank
INE488V01015,PSPPROJECT.NS,EQ,PSP Projects Limited
INE877F01012,PTC.NS,EQ,PTC India Limited
INE034D01031,PTL.NS,EQ,PTL Enterprises Limited
INE277B01014,PUNJABCHEM.NS,EQ,Punjab Chemicals & Crop Protection Limited
INE701B01021,PUNJLLOYD.NS,EQ,Punj Lloyd Limited
INE323I01011,PURVA.NS,EQ,Puravankara Limited
INE191H01014,PVR.NS,EQ,PVR Limited
INE615P01015,QUESS.NS,EQ,Quess Corp Limited
INE306L01010,QUICKHEAL.NS,EQ,Quick Heal Technologies Limited
INE874F01027,RADAAN.NS,EQ,Radaan Mediaworks India Limited
INE944F01028,RADICO.NS,EQ,Radico Khaitan Limited
INE919I01024,RADIOCITY.NS,EQ,Music Broadcast Limited
INE855B01025,RAIN.NS,EQ,Rain Industries Limited
INE343B01030,RAJESHEXPO.NS,EQ,Rajesh Exports Limited
INE451D01011,RAJRATAN.NS,EQ,Rajratan Global Wire Limited
INE533D01024,RAJRAYON.NS,EQ,Raj Rayon Industries Limited
INE562B01019,RAJSREESUG.NS,EQ,Rajshree Sugars & Chemicals Limited
INE952H01027,RAJTV.NS,EQ,Raj Television Network Limited
INE613A01020,RALLIS.NS,EQ,Rallis India Limited
INE278B01020,RAMANEWS.NS,EQ,Shree Rama Newsprint Limited
INE230R01027,RAMASTEEL.NS,EQ,Rama Steel Tubes Limited
INE331A01037,RAMCOCEM.NS,EQ,The Ramco Cements Limited
INE614A01028,RAMCOIND.NS,EQ,Ramco Industries Limited
INE246B01019,RAMCOSYS.NS,EQ,Ramco Systems Limited
INE874I01013,RAMKY.NS,EQ,Ramky Infrastructure Limited
INE005D01015,RAMSARUP.NS,EQ,Ramsarup Industries Limited
INE625B01014,RANASUG.NS,EQ,Rana Sugars Limited
INE222J01013,RANEENGINE.NS,EQ,Rane Engine Valve Limited
INE384A01010,RANEHOLDIN.NS,EQ,Rane Holdings Limited
INE703B01027,RATNAMANI.NS,EQ,Ratnamani Metals & Tubes Limited
INE301A01014,RAYMOND.NS,EQ,Raymond Limited
INE244J01017,RBL.NS,EQ,Rane Brake Lining Limited
INE976G01028,RBLBANK.NS,EQ,RBL Bank Limited
INE027A01015,RCF.NS,EQ,Rashtriya Chemicals and Fertilizers Limited
INE330H01018,RCOM.NS,EQ,Reliance Communications Limited
INE020B01018,RECLTD.NS,EQ,REC Limited
INE891D01026,REDINGTON.NS,EQ,Redington (India) Limited
INE056I01017,REFEX.NS,EQ,Refex Industries Limited
INE131B01039,RELAXO.NS,EQ,Relaxo Footwears Limited
INE013A01015,RELCAPITAL.NS,EQ,Reliance Capital Limited
INE002A01018,RELIANCE.NS,EQ,Reliance Industries Limited
INE621H01010,RELIGARE.NS,EQ,Religare Enterprises Limited
INE036A01016,RELINFRA.NS,EQ,Reliance Infrastructure Limited
INE474C01015,REMSONSIND.NS,EQ,Remsons Industries Limited
INE087H01022,RENUKA.NS,EQ,Shree Renuka Sugars Limited
INE612J01015,REPCOHOME.NS,EQ,Repco Home Finance Limited
INE364Z01019,REPL.NS,EQ,Rudrabhishek Enterprises Limited
INE461B01014,REPRO.NS,EQ,Repro India Limited
INE688D01026,RESPONIND.NS,EQ,Responsive Industries Limited
INE617A01013,REVATHI.NS,EQ,Revathi Equipment Limited
INE722H01016,RGL.NS,EQ,Renaissance Global Limited
INE217K01011,RHFL.NS,EQ,Reliance Home Finance Limited
INE209B01025,RICOAUTO.NS,EQ,Rico Auto Industries Limited
INE046A01015,RIIL.NS,EQ,Reliance Industrial Infrastructure Limited
INE320J01015,RITES.NS,EQ,RITES Limited
